card_id,card_code,card_rarity,card_type,card_image,card_art_variant,card_name,card_color,card_expansion,card_power,card_cost,card_counter,card_effect,card_trigger,card_banned
OP12-116-0,OP12-116,C,Jaya;Sky Island;Shandian Warrior,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-116.png?250502,0,We'll Ring the Bell Waiting for You!!,Yellow,OP12,,3,,"[Main] Look at 5 cards from the top of your deck; reveal a total of up to 2 {Shandian Warrior} type Character cards or [Mont Blanc Noland] and add them to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Draw 1 card.,0
OP12-117-0,OP12-117,R,Supernovas;Kid Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-117.png?250502,0,Slam Gibson,Yellow,OP12,,1,,"[Main] You may rest 5 of your DON!! cards: If your Leader has the {Supernovas} type, add up to 1 Character with a cost of 9 or less to the top or bottom of the owner's Life cards face-down.[Counter] Your Leader gains +3000 power during this battle.",,0
OP12-118-0,OP12-118,SEC,Supernovas;Bonney Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-118.png?250502,0,Jewelry Bonney,Green,OP12,6000.0,5,1000.0,"[Blocker][On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",,0
OP12-118-1,OP12-118,SEC,Supernovas;Bonney Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-118_p1.png?250502,1,Jewelry Bonney,Green,OP12,6000.0,5,1000.0,"[Blocker][On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",,0
OP12-118-2,OP12-118,SEC,Supernovas;Bonney Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-118_p2.png?250502,2,Jewelry Bonney,Green,OP12,6000.0,5,1000.0,"[Blocker][On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",,0
OP12-119-0,OP12-119,SEC,The Seven Warlords of the Sea;Revolutionary Army,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-119.png?250502,0,Bartholomew Kuma,Yellow,OP12,7000.0,6,1000.0,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase.[Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",,0
OP12-119-1,OP12-119,SEC,The Seven Warlords of the Sea;Revolutionary Army,https://en.onepiece-cardgame.com/images/cardlist/card/OP12-119_p1.png?250502,1,Bartholomew Kuma,Yellow,OP12,7000.0,6,1000.0,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase.[Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",,0
OP06-050-2,OP06-050,SP CARD,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-050_p2.png?250502,2,Tashigi,Blue,OP06,2000.0,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Tashigi] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP09-013-1,OP09-013,SP CARD,Red-Haired Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-013_p1.png?250502,1,Yasopp,Red,OP09,6000.0,5,1000.0,[On Play] Up to 1 of your Leader gains +1000 power until the end of your opponent's next turn.[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −1000 power during this turn.,,0
OP09-037-2,OP09-037,SP CARD,ODYSSEY,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-037_p2.png?250502,2,Lim,Green,OP09,5000.0,3,,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {ODYSSEY} type card other than [Lim] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] If you have 3 or more rested Characters, set this Character as active.",,0
OP09-093-4,OP09-093,SP CARD,The Four Emperors;Blackbeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-093_p4.png?250502,4,Marshall.D.Teach,Black,OP09,12000.0,10,,"[Blocker][Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn.",,0
OP09-093-5,OP09-093,SP CARD,The Four Emperors;Blackbeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP09-093_p5.png?250502,5,Marshall.D.Teach,Black,OP09,12000.0,10,,"[Blocker][Activate: Main] [Once Per Turn] If your Leader has the {Blackbeard Pirates} type and this Character was played on this turn, negate the effect of up to 1 of your opponent's Leader during this turn. Then, negate the effect of up to 1 of your opponent's Characters and that Character cannot attack until the end of your opponent's next turn.",,0
OP10-082-2,OP10-082,SP CARD,Former Navy;Blackbeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP10-082_p2.png?250502,2,Kuzan,Black,OP10,5000.0,5,,"This Character cannot be removed from the field by your opponent's effects.[Activate: Main] You may trash this Character: Draw 1 card. Then, play up to 1 {Blackbeard Pirates} type Character card with a cost of 5 or less other than [Kuzan] from your trash.",,0
ST13-011-2,ST13-011,SP CARD,Whitebeard Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/ST13-011_p2.png?250502,2,Portgas.D.Ace,Yellow,ST13,7000.0,5,,"[On Play] If you have 2 or less Life cards, this Character gains [Rush].(This card can attack on the turn in which it is played.)",,0
ST18-004-1,ST18-004,SP CARD,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/ST18-004_p1.png?250502,1,Zoro-Juurou,Purple,ST18,6000.0,4,,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 purple {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP11-001-0,OP11-001,L,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-001.png?250502,0,Koby,Red/Black,OP11,5000.0,,,"Your {SWORD} type Characters can attack Characters on the turn in which they are played.[Once Per Turn] If your {Navy} type Character with 7000 base power or less would be removed from the field by your opponent's effect, you may place 3 cards from your trash at the bottom of your deck in any order instead.",,0
OP11-001-1,OP11-001,L,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-001_p1.png?250502,1,Koby,Red/Black,OP11,5000.0,,,"Your {SWORD} type Characters can attack Characters on the turn in which they are played.[Once Per Turn] If your {Navy} type Character with 7000 base power or less would be removed from the field by your opponent's effect, you may place 3 cards from your trash at the bottom of your deck in any order instead.",,0
OP11-002-0,OP11-002,C,FILM;Neo Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-002.png?250502,0,Ain,Red,OP11,4000.0,3,1000.0,"[On Play] Give up to 1 of your opponent's Characters −1000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 0 power or less.",,0
OP11-003-0,OP11-003,UC,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-003.png?250502,0,Usopp,Red,OP11,6000.0,5,2000.0,-,,0
OP11-004-0,OP11-004,SR,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-004.png?250502,0,Kujyaku,Red,OP11,,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Kujyaku] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] You may trash this Character: Up to 1 of your Characters gains +1000 power during this turn.",,0
OP11-004-1,OP11-004,SR,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-004_p1.png?250502,1,Kujyaku,Red,OP11,,1,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Navy} type card other than [Kujyaku] and add it to your hand. Then, place the rest at the bottom of your deck in any order.[Activate: Main] You may trash this Character: Up to 1 of your Characters gains +1000 power during this turn.",,0
OP11-005-0,OP11-005,C,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-005.png?250502,0,Smoker,Red,OP11,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] This Character cannot be K.O.'d by effects of Characters without the <Special> attribute.",,0
OP11-006-0,OP11-006,C,FILM;Neo Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-006.png?250502,0,Zephyr,Red,OP11,6000.0,5,1000.0,[DON!! x1] [When Attacking] Give up to 1 of your opponent's <Special> attribute Characters −5000 power during this turn.,,0
OP11-007-0,OP11-007,C,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-007.png?250502,0,Tashigi,Red,OP11,1000.0,1,1000.0,"[Activate: Main] You may rest this Character: If your Leader has the {Navy} type, up to 1 of your {Navy} type Characters gains +2000 power during this turn.",,0
OP11-008-0,OP11-008,R,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-008.png?250502,0,Doll,Red,OP11,1000.0,4,1000.0,"[Blocker][On Play] You may trash 1 card from your hand: If your Leader has the {Navy} type, give up to 1 of your opponent's Characters −6000 power during this turn.",,0
OP11-008-1,OP11-008,R,Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-008_p1.png?250502,1,Doll,Red,OP11,1000.0,4,1000.0,"[Blocker][On Play] You may trash 1 card from your hand: If your Leader has the {Navy} type, give up to 1 of your opponent's Characters −6000 power during this turn.",,0
OP11-009-0,OP11-009,C,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-009.png?250502,0,Nico Robin,Red,OP11,4000.0,3,1000.0,[DON!! x2] [When Attacking] Give up to 1 of your opponent's Characters −2000 power until the end of your opponent's next turn.,,0
OP11-010-0,OP11-010,SR,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-010.png?250502,0,Hibari,Red,OP11,6000.0,5,,"[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.[When Attacking] This Character gains +1000 power during this turn. Then, up to 1 of your {Navy} type Leader can also attack active Characters during this turn.",,0
OP11-010-1,OP11-010,SR,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-010_p1.png?250502,1,Hibari,Red,OP11,6000.0,5,,"[On Play] Give up to 1 of your opponent's Characters −2000 power during this turn.[When Attacking] This Character gains +1000 power during this turn. Then, up to 1 of your {Navy} type Leader can also attack active Characters during this turn.",,0
OP11-011-0,OP11-011,C,FILM;Neo Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-011.png?250502,0,Bins,Red,OP11,7000.0,5,1000.0,-,,0
OP11-012-0,OP11-012,UC,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-012.png?250502,0,Franky,Red,OP11,4000.0,4,2000.0,"[Your Turn] [Once Per Turn] When your opponent activates an Event, all of your Characters gain +2000 power during this turn.",,0
OP11-013-0,OP11-013,R,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-013.png?250502,0,Prince Grus,Red,OP11,2000.0,1,2000.0,[When Attacking] All of your opponent's Characters with 2000 power or less cannot activate [Blocker] during this turn.,,0
OP11-014-0,OP11-014,R,FILM;Navy,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-014.png?250502,0,Borsalino,Red,OP11,3000.0,3,1000.0,[Blocker][Activate: Main] You may rest this Character: Up to 1 of your {Navy} type Leader or Character cards can also attack active Characters during this turn.,,0
OP11-015-0,OP11-015,C,Punk Hazard,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-015.png?250502,0,Mocha,Red,OP11,6000.0,4,1000.0,-,,0
OP11-016-0,OP11-016,UC,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-016.png?250502,0,Roronoa Zoro,Red,OP11,6000.0,5,1000.0,[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.,,0
OP11-017-0,OP11-017,UC,Navy;SWORD;Drake Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-017.png?250502,0,X.Drake,Red,OP11,7000.0,6,2000.0,-,,0
OP11-018-0,OP11-018,R,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-018.png?250502,0,Honesty Impact,Red,OP11,,6,,"[Main] Give up to 1 of your opponent's Characters −4000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 6000 power or less.",[Trigger] K.O. up to 1 of your opponent's Characters with 6000 power or less.,0
OP11-018-1,OP11-018,R,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-018_p1.png?250502,1,Honesty Impact,Red,OP11,,6,,"[Main] Give up to 1 of your opponent's Characters −4000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 6000 power or less.",[Trigger] K.O. up to 1 of your opponent's Characters with 6000 power or less.,0
OP11-019-0,OP11-019,C,Navy;SWORD,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-019.png?250502,0,Glorp Web!!,Red,OP11,,2,,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if your opponent has a Character with 6000 power or more, up to 1 of your Leader or Character cards gains +1000 power during this turn.",[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,0
OP11-020-0,OP11-020,UC,Navy;SWORD;Drake Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-020.png?250502,0,X Calibur,Red,OP11,,2,,"[Main] Give up to 2 of your opponent's Characters −2000 power during this turn. Then, up to 1 of your {Navy} type Characters gains +1000 power during this turn.",[Trigger] K.O. up to 1 of your opponent's Characters with 4000 power or less.,0
OP11-021-0,OP11-021,L,Fish-Man;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-021.png?250502,0,Jinbe,Green,OP11,5000.0,,,"[End of Your Turn] If you have 6 or less cards in your hand, set up to 1 of your {Fish-Man} or {Merfolk} type Characters and up to 1 of your DON!! cards as active.",,0
OP11-021-1,OP11-021,L,Fish-Man;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-021_p1.png?250502,1,Jinbe,Green,OP11,5000.0,,,"[End of Your Turn] If you have 6 or less cards in your hand, set up to 1 of your {Fish-Man} or {Merfolk} type Characters and up to 1 of your DON!! cards as active.",,0
OP11-022-0,OP11-022,L,Merfolk;Fish-Man Island,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-022.png?250502,0,Shirahoshi,Green/Yellow,OP11,5000.0,,,This Leader cannot attack.[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards and turn 1 card from the top of your Life cards face-up: Play up to 1 {Neptunian} type Character card or [Megalo] with a cost equal to or less than the number of DON!! cards on your field from your hand.,,0
OP11-022-1,OP11-022,L,Merfolk;Fish-Man Island,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-022_p1.png?250502,1,Shirahoshi,Green/Yellow,OP11,5000.0,,,This Leader cannot attack.[Activate: Main] [Once Per Turn] You may rest 1 of your DON!! cards and turn 1 card from the top of your Life cards face-up: Play up to 1 {Neptunian} type Character card or [Megalo] with a cost equal to or less than the number of DON!! cards on your field from your hand.,,0
OP11-023-0,OP11-023,R,Fish-Man;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-023.png?250502,0,Arlong,Green,OP11,7000.0,7,1000.0,"If your Leader has the {Fish-Man} type, you have 3 or less Life cards and your opponent has 5 or more rested cards, give this card in your hand −3 cost.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,0
OP11-023-1,OP11-023,R,Fish-Man;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-023_p1.png?250502,1,Arlong,Green,OP11,7000.0,7,1000.0,"If your Leader has the {Fish-Man} type, you have 3 or less Life cards and your opponent has 5 or more rested cards, give this card in your hand −3 cost.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,0
OP11-024-0,OP11-024,C,Merfolk;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-024.png?250502,0,Aladine,Green,OP11,5000.0,4,1000.0,"When this Character is K.O.'d by your opponent's effect, you may trash 1 card from your hand and rest 1 of your DON!! cards. If you do, play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 6 or less from your hand.",,0
OP11-025-0,OP11-025,C,Merfolk;Fish-Man Island,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-025.png?250502,0,Ishilly,Green,OP11,,2,1000.0,[On Your Opponent's Attack] [Once Per Turn] You may rest 1 of your DON!! cards and this Character: Up to 1 of your Leader or Character cards gains +1000 power during this battle.,,0
OP11-026-0,OP11-026,C,Neptunian,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-026.png?250502,0,Scaled Neptunian,Green,OP11,8000.0,6,1000.0,-,,0
OP11-027-0,OP11-027,C,Neptunian,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-027.png?250502,0,Bulge-Eyed Neptunian,Green,OP11,6000.0,4,,"If your Leader is [Shirahoshi], this Character can attack Characters on the turn in which it is played.",,0
OP11-028-0,OP11-028,R,Neptunian;East Blue,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-028.png?250502,0,Lord of the Coast,Green,OP11,5000.0,4,1000.0,[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase.,[Trigger] K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.,0
OP11-029-0,OP11-029,UC,Merfolk;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-029.png?250502,0,Charlotte Praline,Green,OP11,4000.0,3,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Rest up to 1 of your opponent's Characters with a cost of 1 or less.",,0
OP11-030-0,OP11-030,R,Merfolk;Fish-Man Island,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-030.png?250502,0,Shirahoshi,Green,OP11,,1,1000.0,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Neptunian} or {Fish-Man Island} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP11-031-0,OP11-031,SR,Fish-Man;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-031.png?250502,0,Jinbe,Green,OP11,8000.0,6,,"[On Play] If your Leader has the {Fish-Man} or {Merfolk} type, rest up to 1 of your opponent's Characters with a cost of 5 or less.[Activate: Main] [Once Per Turn] Up to 1 of your {Fish-Man} or {Merfolk} type Characters can attack Characters on the turn in which it is played.",,0
OP11-031-1,OP11-031,SR,Fish-Man;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-031_p1.png?250502,1,Jinbe,Green,OP11,8000.0,6,,"[On Play] If your Leader has the {Fish-Man} or {Merfolk} type, rest up to 1 of your opponent's Characters with a cost of 5 or less.[Activate: Main] [Once Per Turn] Up to 1 of your {Fish-Man} or {Merfolk} type Characters can attack Characters on the turn in which it is played.",,0
OP11-032-0,OP11-032,UC,Animal;Fish-Man Island,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-032.png?250502,0,Surume,Green,OP11,6000.0,5,2000.0,-,,0
OP11-033-0,OP11-033,UC,Neptunian,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-033.png?250502,0,Bird Neptunian,Green,OP11,7000.0,6,2000.0,-,,0
OP11-034-0,OP11-034,C,Fish-Man;Fish-Man Island;Former Arlong Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-034.png?250502,0,Hatchan,Green,OP11,5000.0,4,1000.0,"[Activate: Main] You may rest this Character: If your Leader has the {Fish-Man} or {Merfolk} type, up to 1 of your opponent's Characters with a cost of 3 or less cannot be rested until the end of your opponent's next turn.",,0
OP11-035-0,OP11-035,C,Fish-Man;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-035.png?250502,0,Fisher Tiger,Green,OP11,7000.0,6,1000.0,"When this Character is K.O.'d by your opponent's effect, you may rest 1 of your DON!! cards. If you do, play up to 1 {Fish-Man} or {Merfolk} type Character card with a cost of 4 or less from your hand.[On Play] Rest up to 1 of your opponent's Characters.",,0
OP11-036-0,OP11-036,UC,Neptunian,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-036.png?250502,0,Spotted Neptunian,Green,OP11,5000.0,4,1000.0,"[On Play] If your Leader is [Shirahoshi], look at 5 cards from the top of your deck; reveal up to 1 {Neptunian} type card or [Shirahoshi] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP11-037-0,OP11-037,UC,Fish-Man Island,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-037.png?250502,0,Ancient Weapon Poseidon,Green,OP11,,1,,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 {Neptunian} or {Fish-Man Island} type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Draw 1 card.,0
OP11-038-0,OP11-038,R,Fish-Man Island;Supernovas;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-038.png?250502,0,Gum-Gum Elephant Gatling,Green,OP11,,1,,[Main] You may rest 1 of your DON!! cards: Rest up to 1 of your opponent's Characters with a cost of 5 or less.[Counter] Up to 1 of your Leader gains +3000 power during this battle.,,0
OP11-039-0,OP11-039,C,Fish-Man;Fish-Man Island;The Sun Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-039.png?250502,0,Vagabond Drill,Green,OP11,,1,,"[Counter] Up to 1 of your {Fish-Man} or {Merfolk} type Leader or Character cards gains +3000 power during this battle. Then, rest up to 1 of your opponent's Characters with a cost of 3 or less.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,0
OP11-040-0,OP11-040,L,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-040.png?250502,0,Monkey.D.Luffy,Blue/Purple,OP11,6000.0,,,"This effect can be activated at the start of your turn. If you have 8 or more DON!! cards on your field, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,0
OP11-040-1,OP11-040,L,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-040_p1.png?250502,1,Monkey.D.Luffy,Blue/Purple,OP11,6000.0,,,"This effect can be activated at the start of your turn. If you have 8 or more DON!! cards on your field, look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,0
OP11-041-0,OP11-041,L,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-041.png?250502,0,Nami,Blue/Yellow,OP11,5000.0,,,"[Your Turn] [Once Per Turn] This effect can be activated when a card is removed from your or your opponent's Life cards. If you have 7 or less cards in your hand, draw 1 card.[DON!! x1] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: This Leader gains +2000 power during this turn.",,0
OP11-041-1,OP11-041,L,Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-041_p1.png?250502,1,Nami,Blue/Yellow,OP11,5000.0,,,"[Your Turn] [Once Per Turn] This effect can be activated when a card is removed from your or your opponent's Life cards. If you have 7 or less cards in your hand, draw 1 card.[DON!! x1] [On Your Opponent's Attack] [Once Per Turn] You may trash 1 card from your hand: This Leader gains +2000 power during this turn.",,0
OP11-042-0,OP11-042,C,Firetank Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-042.png?250502,0,Vito,Blue,OP11,4000.0,3,1000.0,[On Play] You may trash 1 {Firetank Pirates} type card from your hand: This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.),,0
OP11-043-0,OP11-043,C,The Vinsmoke Family;GERMA 66,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-043.png?250502,0,Vinsmoke Ichiji,Blue,OP11,7000.0,7,,"[Blocker][On Your Opponent's Attack] [Once Per Turn] This effect can be activated when you only have Characters with a type including ""GERMA"". Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, trash 2 cards from the top of your deck.",,0
OP11-044-0,OP11-044,C,The Vinsmoke Family;GERMA 66,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-044.png?250502,0,Vinsmoke Judge,Blue,OP11,8000.0,6,,[Activate: Main] [Once Per Turn] You may trash 1 card from your hand: All of your {GERMA 66} type Characters gain +1000 power during this turn.,,0
OP11-045-0,OP11-045,UC,The Vinsmoke Family;GERMA 66,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-045.png?250502,0,Vinsmoke Niji,Blue,OP11,6000.0,5,2000.0,-,,0
OP11-046-0,OP11-046,C,The Vinsmoke Family;GERMA 66,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-046.png?250502,0,Vinsmoke Yonji,Blue,OP11,5000.0,4,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)If you only have Characters with a type including ""GERMA"", this Character cannot be K.O.'d or rested by your opponent's effects.",,0
OP11-047-0,OP11-047,R,The Vinsmoke Family;GERMA 66,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-047.png?250502,0,Vinsmoke Reiju,Blue,OP11,5000.0,4,2000.0,"[On Play] If your Leader has the {The Vinsmoke Family} type, look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""GERMA"" and add it to your hand. Then, trash the rest.",,0
OP11-047-1,OP11-047,R,The Vinsmoke Family;GERMA 66,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-047_p1.png?250502,1,Vinsmoke Reiju,Blue,OP11,5000.0,4,2000.0,"[On Play] If your Leader has the {The Vinsmoke Family} type, look at 5 cards from the top of your deck; reveal up to 1 card with a type including ""GERMA"" and add it to your hand. Then, trash the rest.",,0
OP11-048-0,OP11-048,R,Supernovas;Firetank Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-048.png?250502,0,"Capone""Gang""Bege",Blue,OP11,2000.0,1,1000.0,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Firetank Pirates} or {Straw Hat Crew} type card with a cost of 2 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,0
OP11-049-0,OP11-049,R,Minks,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-049.png?250502,0,Carrot,Blue,OP11,1000.0,1,1000.0,[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.[On Your Opponent's Attack] You may trash this Character: Up to 1 of your Leader gains +1000 power during this battle.,,0
OP11-050-0,OP11-050,C,Firetank Pirates,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-050.png?250502,0,Gotti,Blue,OP11,4000.0,3,2000.0,[When Attacking] You may trash 1 {Firetank Pirates} type card from your hand: Return up to 1 Character with a cost of 1 or less to the owner's hand or place it at the bottom of their deck.,,0
OP11-051-0,OP11-051,SR,The Vinsmoke Family;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-051.png?250502,0,Sanji,Blue,OP11,7000.0,6,,"When this Character is K.O.'d by your opponent's effect, look at 5 cards from the top of your deck and play up to 1 {Straw Hat Crew} type Character card with a cost of 5 or less. Then, place the rest at the bottom of your deck in any order.[On Play] Return up to 1 Character with 5000 base power or less to the owner's hand.",,0
OP11-051-1,OP11-051,SR,The Vinsmoke Family;Straw Hat Crew,https://en.onepiece-cardgame.com/images/cardlist/card/OP11-051_p1.png?250502,1,Sanji,Blue,OP11,7000.0,6,,"When this Character is K.O.'d by your opponent's effect, look at 5 cards from the top of your deck and play up to 1 {Straw Hat Crew} type Character card with a cost of 5 or less. Then, place the rest at the bottom of your deck in any order.[On Play] Return up to 1 Character with 5000 base power or less to the owner's hand.",,0
